cohort,age,sex,year,csm_risk_agg,prev_alive_agg,prev_diseased_agg,prev_dead_agg,N,alive_agg,diseased_agg,dead_agg,prevalence_agg,i_agg,f_agg,r_agg,DR_agg,sub_pops,csm_risk0,N0,prev_alive0,prev_diseased0,prev_dead0,alive0,diseased0,dead0,prevalence0,i0,f0,r0,DR0,csm_risk1,N1,prev_alive1,prev_diseased1,prev_dead1,alive1,diseased1,dead1,prevalence1,i1,f1,r1,DR1,csm_risk2,N2,prev_alive2,prev_diseased2,prev_dead2,alive2,diseased2,dead2,prevalence2,i2,f2,r2,DR2,csm_risk3,N3,prev_alive3,prev_diseased3,prev_dead3,alive3,diseased3,dead3,prevalence3,i3,f3,r3,DR3,csm_risk4,N4,prev_alive4,prev_diseased4,prev_dead4,alive4,diseased4,dead4,prevalence4,i4,f4,r4,DR4,subpop_alive_sum,alive_error,subpop_diseased_sum,diseased_error,subpop_dead_sum,dead_error,csm_risk_other_weighted_average,csm_risk_other_error
0.0,12,female,2021,0.0,1000.0,0.0,0.0,1000,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,5,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,1000.0,0.0,0.0,0.0,0.0,0.0,,
0.0,13,female,2022,0.0,1000.0,0.0,0.0,1000,1000.0,0.0,0.0,0.0,0.0,0.0043486622657270884,0.0,0.09626826291552901,5,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,1000.0,0.0,0.0,0.0,0.0,0.0,,
0.0,14,female,2023,0.0,1000.0,0.0,0.0,1000,1000.0,0.0,0.0,0.0,0.0,0.012785066276520915,0.0,0.09626826291552901,5,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,1000.0,0.0,0.0,0.0,0.0,0.0,,
0.0,15,female,2024,0.0,1000.0,0.0,0.0,1000,1000.0,0.0,0.0,0.0,0.0,0.02505872990198099,0.0,0.09626826291552901,5,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,1000.0,0.0,0.0,0.0,0.0,0.0,,
0.0,16,female,2025,0.0,1000.0,0.0,0.0,1000,1000.0,0.0,0.0,0.0,0.0,0.04092925909111626,0.0,0.09626826291552901,5,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,1000.0,0.0,0.0,0.0,0.0,0.0,,
0.0,17,female,2026,0.0,1000.0,0.0,0.0,1000,1000.0,0.0,0.0,0.0,0.0,0.06016601049465635,0.0,0.09626826291552901,5,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,1000.0,0.0,0.0,0.0,0.0,0.0,,
0.0,18,female,2027,0.0,1000.0,0.0,0.0,1000,1000.0,0.0,0.0,0.0,0.0,0.08423241469251891,0.0,0.09626826291552901,5,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09626826291552901,1000.0,0.0,0.0,0.0,0.0,0.0,,
0.0,19,female,2028,0.0,1000.0,0.0,0.0,1000,999.9656416170386,0.03435838296138627,0.0,0.0,3.435897322416682e-05,0.10555274806411198,0.0,0.09626826291552901,5,,200.0,200.0,0.0,0.0,199.99312832340772,0.006871676592282938,0.0,3.435838296141469e-05,3.4358973224157146e-05,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,199.99312832340772,0.006871676592282938,0.0,3.435838296141469e-05,3.4358973224157146e-05,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,199.99312832340772,0.006871676592282938,0.0,3.435838296141469e-05,3.4358973224157146e-05,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,199.99312832340772,0.006871676592282938,0.0,3.435838296141469e-05,3.4358973224157146e-05,0.0,0.0,0.09626826291552901,,200.0,200.0,0.0,0.0,199.99312832340772,0.006871676592282938,0.0,3.435838296141469e-05,3.4358973224157146e-05,0.0,0.0,0.09626826291552901,999.9656416170386,0.0,0.03435838296141469,-2.842170943040401e-14,0.0,0.0,,
0.0,20,female,2029,3.888763906616078e-06,999.9656416170386,0.03435838296138627,0.0,1000,999.9146479500699,0.08146328602344965,0.0038887639066160773,3.435838296138627e-05,5.0996719399459834e-05,0.12011594373550458,0.0,0.09626826291552901,5,,200.0,199.99312832340772,0.006871676592282938,0.0,199.98292959001398,0.016292657204685243,0.0007777527813459528,8.146360281614457e-05,5.0996719399408125e-05,0.12011594373633168,0.0,0.09626826291552901,,200.0,199.99312832340772,0.006871676592282938,0.0,199.98292959001398,0.016292657204685243,0.0007777527813459528,8.146360281614457e-05,5.0996719399408125e-05,0.12011594373633168,0.0,0.09626826291552901,,200.0,199.99312832340772,0.006871676592282938,0.0,199.98292959001398,0.016292657204685243,0.0007777527813459528,8.146360281614457e-05,5.0996719399408125e-05,0.12011594373633168,0.0,0.09626826291552901,,200.0,199.99312832340772,0.006871676592282938,0.0,199.98292959001398,0.016292657204685243,0.0007777527813459528,8.146360281614457e-05,5.0996719399408125e-05,0.12011594373633168,0.0,0.09626826291552901,,200.0,199.99312832340772,0.006871676592282938,0.0,199.98292959001398,0.016292657204685243,0.0007777527813459528,8.146360281614457e-05,5.0996719399408125e-05,0.12011594373633168,0.0,0.09626826291552901,999.9146479500699,0.0,0.08146328602342622,2.3439583607398617e-14,0.003888763906729764,-1.1368683772161603e-13,,
0.0,21,female,2030,9.781985775351989e-06,999.9146479500699,0.08146328602344965,0.0038887639066160773,1000,999.8424224500769,0.14390683828094097,0.013670711642134847,8.146360281616798e-05,7.223427394602842e-05,0.12792200170669668,0.0,0.09626826291552901,5,,200.0,199.98292959001398,0.016292657204685243,0.0007777527813459528,199.96848449001538,0.028781367656189844,0.002734142328421285,0.00014390880561673358,7.223427394607021e-05,0.12792200170640897,0.0,0.09626826291552901,,200.0,199.98292959001398,0.016292657204685243,0.0007777527813459528,199.96848449001538,0.028781367656189844,0.002734142328421285,0.00014390880561673358,7.223427394607021e-05,0.12792200170640897,0.0,0.09626826291552901,,200.0,199.98292959001398,0.016292657204685243,0.0007777527813459528,199.96848449001538,0.028781367656189844,0.002734142328421285,0.00014390880561673358,7.223427394607021e-05,0.12792200170640897,0.0,0.09626826291552901,,200.0,199.98292959001398,0.016292657204685243,0.0007777527813459528,199.96848449001538,0.028781367656189844,0.002734142328421285,0.00014390880561673358,7.223427394607021e-05,0.12792200170640897,0.0,0.09626826291552901,,200.0,199.98292959001398,0.016292657204685243,0.0007777527813459528,199.96848449001538,0.028781367656189844,0.002734142328421285,0.00014390880561673358,7.223427394607021e-05,0.12792200170640897,0.0,0.09626826291552901,999.8424224500769,0.0,0.14390683828094922,-8.243405957841787e-15,0.013670711642106426,2.842170943040401e-14,,
0.0,22,female,2031,1.741303378006585e-05,999.8424224500769,0.14390683828094097,0.013670711642134847,1000,999.74437255197,0.22454394065641736,0.031083507373637076,0.0001439088056167253,9.807015972566729e-05,0.1289709212391192,0.0,0.09626826291552901,5,,200.0,199.96848449001538,0.028781367656189844,0.002734142328421285,199.94887451039398,0.04490878813129954,0.006216701474727415,0.0002245509204866904,9.807015972567701e-05,0.1289709212391764,0.0,0.09626826291552901,,200.0,199.96848449001538,0.028781367656189844,0.002734142328421285,199.94887451039398,0.04490878813129954,0.006216701474727415,0.0002245509204866904,9.807015972567701e-05,0.1289709212391764,0.0,0.09626826291552901,,200.0,199.96848449001538,0.028781367656189844,0.002734142328421285,199.94887451039398,0.04490878813129954,0.006216701474727415,0.0002245509204866904,9.807015972567701e-05,0.1289709212391764,0.0,0.09626826291552901,,200.0,199.96848449001538,0.028781367656189844,0.002734142328421285,199.94887451039398,0.04490878813129954,0.006216701474727415,0.0002245509204866904,9.807015972567701e-05,0.1289709212391764,0.0,0.09626826291552901,,200.0,199.96848449001538,0.028781367656189844,0.002734142328421285,199.94887451039398,0.04490878813129954,0.006216701474727415,0.0002245509204866904,9.807015972567701e-05,0.1289709212391764,0.0,0.09626826291552901,999.74437255197,0.0,0.2245439406564977,-8.032463583163008e-14,0.031083507373637076,0.0,,
0.0,23,female,2032,2.6040857159486677e-05,999.74437255197,0.22454394065641736,0.031083507373637076,1000,999.6159078021299,0.3269686427781835,0.05712355509194822,0.00022455092048661007,0.00012850585387658172,0.1232627030713412,0.0,0.09626826291552901,5,,200.0,199.94887451039398,0.04490878813129954,0.006216701474727415,199.92318156042595,0.06539372855564658,0.011424711018406697,0.00032698732145650453,0.00012850585387657153,0.12326270307169884,0.0,0.09626826291552901,,200.0,199.94887451039398,0.04490878813129954,0.006216701474727415,199.92318156042595,0.06539372855564658,0.011424711018406697,0.00032698732145650453,0.00012850585387657153,0.12326270307169884,0.0,0.09626826291552901,,200.0,199.94887451039398,0.04490878813129954,0.006216701474727415,199.92318156042595,0.06539372855564658,0.011424711018406697,0.00032698732145650453,0.00012850585387657153,0.12326270307169884,0.0,0.09626826291552901,,200.0,199.94887451039398,0.04490878813129954,0.006216701474727415,199.92318156042595,0.06539372855564658,0.011424711018406697,0.00032698732145650453,0.00012850585387657153,0.12326270307169884,0.0,0.09626826291552901,,200.0,199.94887451039398,0.04490878813129954,0.006216701474727415,199.92318156042595,0.06539372855564658,0.011424711018406697,0.00032698732145650453,0.00012850585387657153,0.12326270307169884,0.0,0.09626826291552901,999.6159078021298,1.1368683772161603e-13,0.3269686427782329,-4.9404924595819466e-14,0.057123555092033484,-8.526512829121202e-14,,
0.0,24,female,2033,3.429438804482437e-05,999.6159078021299,0.3269686427781835,0.05712355509194822,1000,999.4524441040421,0.456139911838477,0.09141598411940777,0.0003269873214564551,0.00016353987926056644,0.11079734720336276,0.0,0.09626826291552901,5,,200.0,199.92318156042595,0.06539372855564658,0.011424711018406697,199.8904888208084,0.0912279823676902,0.01828319682391566,0.0004561816141296439,0.00016353987926040053,0.11079734720351384,0.0,0.09626826291552901,,200.0,199.92318156042595,0.06539372855564658,0.011424711018406697,199.8904888208084,0.0912279823676902,0.01828319682391566,0.0004561816141296439,0.00016353987926040053,0.11079734720351384,0.0,0.09626826291552901,,200.0,199.92318156042595,0.06539372855564658,0.011424711018406697,199.8904888208084,0.0912279823676902,0.01828319682391566,0.0004561816141296439,0.00016353987926040053,0.11079734720351384,0.0,0.09626826291552901,,200.0,199.92318156042595,0.06539372855564658,0.011424711018406697,199.8904888208084,0.0912279823676902,0.01828319682391566,0.0004561816141296439,0.00016353987926040053,0.11079734720351384,0.0,0.09626826291552901,,200.0,199.92318156042595,0.06539372855564658,0.011424711018406697,199.8904888208084,0.0912279823676902,0.01828319682391566,0.0004561816141296439,0.00016353987926040053,0.11079734720351384,0.0,0.09626826291552901,999.452444104042,1.1368683772161603e-13,0.456139911838451,2.603472992745992e-14,0.0914159841195783,-1.7053025658242404e-13,,
0.0,25,female,2034,4.065618606756684e-05,999.4524441040421,0.456139911838477,0.09141598411940777,1000,999.2576451876373,0.6102863588009768,0.1320684535617147,0.00045618161412966986,0.00019492463470838025,0.0933471956950947,0.0,0.09626826291552901,5,,200.0,199.8904888208084,0.0912279823676902,0.01828319682391566,199.83478230259638,0.13730185439491743,0.027915843008713637,0.0006866051077765755,0.0002787240267100593,0.1115895685111727,0.0,0.09626826291552901,,200.0,199.8904888208084,0.0912279823676902,0.01828319682391566,199.84315531922329,0.12967309430426588,0.02717158647246265,0.0006484535690824579,0.0002368252084868641,0.10250960422741506,0.0,0.09626826291552901,,200.0,199.8904888208084,0.0912279823676902,0.01828319682391566,199.85152868667703,0.12205077198300848,0.026420541339973624,0.0006103344867527347,0.00019492639026366882,0.09342963994365741,0.0,0.09626826291552901,,200.0,199.8904888208084,0.0912279823676902,0.01828319682391566,199.85990240499456,0.11443494930879147,0.025662645696655773,0.0005722481735545999,0.0001530275719293449,0.08434967573516948,0.0,0.09626826291552901,,200.0,199.8904888208084,0.0912279823676902,0.01828319682391566,199.86827647414609,0.10682568880967133,0.024897837044250082,0.0005341949455418764,0.00011112875370614963,0.07526971145141184,0.0,0.09626826291552901,999.2576451876373,0.0,0.6102863588006546,3.2218672174622043e-13,0.13206845356205577,-3.410605131648481e-13,,
0.0,26,female,2035,4.561255082354478e-05,999.2576451876373,0.6102863588009768,0.1320684535617147,1000,999.0397712475439,0.7825537720499369,0.17767498040620922,0.0006103669690226808,0.00021805957327964486,0.07766938624673747,0.0,0.09626826291552901,5,,200.0,199.83478230259638,0.13730185439491743,0.027915843008713637,199.77248137712684,0.18756982420720056,0.039948798665960794,0.0009380364881900429,0.0003118107784159203,0.09171920212900875,0.0,0.09626826291552901,,200.0,199.84315531922329,0.12967309430426588,0.02717158647246265,199.79021623882088,0.17213404955971562,0.03764971161942299,0.0008608322982374847,0.0002649382382941033,0.08425607550725141,0.0,0.09626826291552901,,200.0,199.85152868667703,0.12205077198300848,0.026420541339973624,199.80795267493255,0.15660498350034013,0.03544234156711923,0.0007831637032790736,0.00021806569817228624,0.07679294888549407,0.0,0.09626826291552901,,200.0,199.85990240499456,0.11443494930879147,0.025662645696655773,199.82569068564874,0.14098168974116573,0.0333276246101093,0.0007050259329039897,0.00017119315792614865,0.06932982232560342,0.0,0.09626826291552901,,200.0,199.86827647414609,0.10682568880967133,0.024897837044250082,199.843430271015,0.1252632250412314,0.03130650394376744,0.0006264141793960455,0.00012432061780433162,0.061866695703846085,0.0,0.09626826291552901,999.0397712475441,-2.2737367544323206e-13,0.7825537720496535,2.8343993818680246e-13,0.17767498040637975,-1.7053025658242404e-13,,
0.0,27,female,2036,4.834969923449389e-05,999.0397712475439,0.7825537720499369,0.17767498040620922,1000,998.8070765985335,0.9669073123576482,0.22601608910883897,0.0007826928369844122,0.00023294543354346293,0.06376391959686024,0.0,0.09626826291552901,5,,200.0,199.77248137712684,0.18756982420720056,0.039948798665960794,199.7059475430669,0.24059316568904973,0.0534592912440246,0.0012032874629199013,0.000333103516277264,0.07475494439393762,0.0,0.09626826291552901,,200.0,199.79021623882088,0.17213404955971562,0.03764971161942299,199.73367758066868,0.2172486332722971,0.04907378605901158,0.001086509762099567,0.000283030173685502,0.06867218742850244,0.0,0.09626826291552901,,200.0,199.80795267493255,0.15660498350034013,0.03544234156711923,199.7614114687065,0.19364481729561922,0.04494371399786701,0.0009684417133150303,0.00023295683109373987,0.06258943046306725,0.0,0.09626826291552901,,200.0,199.82569068564874,0.14098168974116573,0.0333276246101093,199.78914920778868,0.16977765860090233,0.04107313361041065,0.0008490626613251727,0.00018288348836916773,0.056506673548056,0.0,0.09626826291552901,,200.0,199.843430271015,0.1252632250412314,0.03130650394376744,199.81689079830267,0.14564303749995916,0.03746616419738302,0.0007283516302086499,0.00013281014577740563,0.05042391658262081,0.0,0.09626826291552901,998.8070765985334,1.1368683772161603e-13,0.9669073123578276,-1.794120407794253e-13,0.22601608910869686,1.4210854715202004e-13,,
0.0,28,female,2037,4.866632858595106e-05,998.8070765985335,0.9669073123576482,0.22601608910883897,1000,998.5678088495583,1.1575197321201358,0.27467141832153175,0.0009671258983708738,0.00023958221549983451,0.05163079574546296,0.0,0.09626826291552901,5,,200.0,199.7059475430669,0.24059316568904973,0.0534592912440246,199.63753973400185,0.29493181215900216,0.06752845383914519,0.0014751571361978969,0.0003426013540405701,0.06025648462180166,0.0,0.09626826291552901,,200.0,199.73367758066868,0.2172486332722971,0.04907378605901158,199.6755435166993,0.2636840028530507,0.060772480447667476,0.0013188207543077793,0.00029110026163242024,0.05535345707603271,0.0,0.09626826291552901,,200.0,199.7614114687065,0.19364481729561922,0.04494371399786701,199.7135545339454,0.2319746321464991,0.05447083390811258,0.00116018914308307,0.0002395991692242703,0.05045042953026376,0.0,0.09626826291552901,,200.0,199.78914920778868,0.16977765860090233,0.04107313361041065,199.75157278721827,0.19979461178931907,0.04863260099241984,0.0009992160313193772,0.00018809807667952348,0.0455474020251392,0.0,0.09626826291552901,,200.0,199.81689079830267,0.14564303749995916,0.03746616419738302,199.78959827769359,0.16713467317209588,0.04326704913432877,0.0008358541905821446,0.00013659698427137358,0.04064437447937025,0.0,0.09626826291552901,998.5678088495583,0.0,1.1575197321199668,1.6897594434794883e-13,0.27467141832167385,-1.4210854715202004e-13,,
