cohort,age,sex,year,init_prev,i,f,r,DR,N,subPops,pop_prop0,pop_prop1,pop_prop2,pop_prop3,pop_prop4,prevalence_ratio0,prevalence_ratio1,prevalence_ratio2,prevalence_ratio3,prevalence_ratio4,i_RR0,i_RR1,i_RR2,i_RR3,i_RR4,f_RR0,f_RR1,f_RR2,f_RR3,f_RR4,r_RR0,r_RR1,r_RR2,r_RR3,r_RR4,DR_scale0,DR_scale1,DR_scale2,DR_scale3,DR_scale4
0,12,female,2021,0.0,0.0,0.0,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
0,13,female,2022,0.0,0.0,0.0043486622657270884,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
0,14,female,2023,0.0,0.0,0.012785066276520915,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
0,15,female,2024,0.0,0.0,0.02505872990198099,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
0,16,female,2025,0.0,0.0,0.04092925909111626,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
0,17,female,2026,0.0,0.0,0.06016601049465635,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
0,18,female,2027,0.0,0.0,0.08423241469251891,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
0,19,female,2028,0.0,3.435897322416682e-05,0.10555274806411198,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
0,20,female,2029,0.0,5.099671939945983e-05,0.12011594373550458,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
0,21,female,2030,0.0,7.223427394602842e-05,0.12792200170669668,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
0,22,female,2031,0.0,9.807015972566728e-05,0.12897092123911919,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
0,23,female,2032,0.0,0.00012850585387658172,0.12326270307134121,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
0,24,female,2033,0.0,0.00016353987926056644,0.11079734720336276,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
0,25,female,2034,0.0,0.00019492463470838022,0.0933471956950947,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.137762898,1.853322173,1.568881449,1.284440724,1,2.508117993,2.131088495,1.7540589969999998,1.3770294980000002,1,1.4825295109999999,1.361897133,1.241264755,1.120632378,1,1,1,1,1,1,1,1,1,1,1
0,26,female,2035,0.0,0.00021805957327964483,0.07766938624673748,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.137762898,1.853322173,1.568881449,1.284440724,1,2.508117993,2.131088495,1.7540589969999998,1.3770294980000002,1,1.4825295109999999,1.361897133,1.241264755,1.120632378,1,1,1,1,1,1,1,1,1,1,1
0,27,female,2036,0.0,0.00023294543354346296,0.06376391959686024,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.137762898,1.853322173,1.568881449,1.284440724,1,2.508117993,2.131088495,1.7540589969999998,1.3770294980000002,1,1.4825295109999999,1.361897133,1.241264755,1.120632378,1,1,1,1,1,1,1,1,1,1,1
0,28,female,2037,0.0,0.00023958221549983454,0.05163079574546296,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.137762898,1.853322173,1.568881449,1.284440724,1,2.508117993,2.131088495,1.7540589969999998,1.3770294980000002,1,1.4825295109999999,1.361897133,1.241264755,1.120632378,1,1,1,1,1,1,1,1,1,1,1
0,29,female,2038,0.0,0.0002379699191487596,0.04127001469254566,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.137762898,1.853322173,1.568881449,1.284440724,1,2.508117993,2.131088495,1.7540589969999998,1.3770294980000002,1,1.4825295109999999,1.361897133,1.241264755,1.120632378,1,1,1,1,1,1,1,1,1,1,1
0,30,female,2039,0.0,0.0002281085444902382,0.03268157569953923,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.127309464,1.8454820980000002,1.5636547319999998,1.281827366,1,2.447496866,2.08562265,1.7237484330000001,1.3618742169999998,1,1.456975881,1.342731911,1.22848794,1.11424397,1,1,1,1,1,1,1,1,1,1,1
0,31,female,2040,0.0,0.00021701375943029898,0.027146467789453906,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.127309464,1.8454820980000002,1.5636547319999998,1.281827366,1,2.447496866,2.08562265,1.7237484330000001,1.3618742169999998,1,1.456975881,1.342731911,1.22848794,1.11424397,1,1,1,1,1,1,1,1,1,1,1
0,32,female,2041,0.0,0.00021293316513818308,0.02289234742524061,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.127309464,1.8454820980000002,1.5636547319999998,1.281827366,1,2.447496866,2.08562265,1.7237484330000001,1.3618742169999998,1,1.456975881,1.342731911,1.22848794,1.11424397,1,1,1,1,1,1,1,1,1,1,1
0,33,female,2042,0.0,0.00021586897732119858,0.01991921608403756,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.127309464,1.8454820980000002,1.5636547319999998,1.281827366,1,2.447496866,2.08562265,1.7237484330000001,1.3618742169999998,1,1.456975881,1.342731911,1.22848794,1.11424397,1,1,1,1,1,1,1,1,1,1,1
0,34,female,2043,0.0,0.00022581898027203745,0.01822707228870655,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.127309464,1.8454820980000002,1.5636547319999998,1.281827366,1,2.447496866,2.08562265,1.7237484330000001,1.3618742169999998,1,1.456975881,1.342731911,1.22848794,1.11424397,1,1,1,1,1,1,1,1,1,1,1
0,35,female,2044,0.0,0.00024278465112890504,0.017815917516385775,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.1024944619999997,1.826870846,1.5512472309999998,1.275623615,1,2.359299202,2.0194744019999997,1.679649601,1.339824801,1,1.419470618,1.314602964,1.209735309,1.104867655,1,1,1,1,1,1,1,1,1,1,1
0,36,female,2045,0.0,0.00026676598989180126,0.01868575028993704,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.1024944619999997,1.826870846,1.5512472309999998,1.275623615,1,2.359299202,2.0194744019999997,1.679649601,1.339824801,1,1.419470618,1.314602964,1.209735309,1.104867655,1,1,1,1,1,1,1,1,1,1,1
0,37,female,2046,0.0,0.00032040826381693694,0.020285233205650163,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.1024944619999997,1.826870846,1.5512472309999998,1.275623615,1,2.359299202,2.0194744019999997,1.679649601,1.339824801,1,1.419470618,1.314602964,1.209735309,1.104867655,1,1,1,1,1,1,1,1,1,1,1
0,38,female,2047,0.0,0.00039669728213648865,0.021333377979084002,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.1024944619999997,1.826870846,1.5512472309999998,1.275623615,1,2.359299202,2.0194744019999997,1.679649601,1.339824801,1,1.419470618,1.314602964,1.209735309,1.104867655,1,1,1,1,1,1,1,1,1,1,1
0,39,female,2048,0.0,0.0004956330448504563,0.02183018387166946,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.1024944619999997,1.826870846,1.5512472309999998,1.275623615,1,2.359299202,2.0194744019999997,1.679649601,1.339824801,1,1.419470618,1.314602964,1.209735309,1.104867655,1,1,1,1,1,1,1,1,1,1,1
0,40,female,2049,0.0,0.0006172155519588399,0.02177565236054474,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.063819258,1.797864444,1.531909629,1.265954815,1,2.24662731,1.934970483,1.623313655,1.311656828,1,1.370960625,1.278220468,1.185480312,1.0927401559999999,1,1,1,1,1,1,1,1,1,1,1
0,41,female,2050,0.0,0.0007614440648925371,0.021169781968571635,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.063819258,1.797864444,1.531909629,1.265954815,1,2.24662731,1.934970483,1.623313655,1.311656828,1,1.370960625,1.278220468,1.185480312,1.0927401559999999,1,1,1,1,1,1,1,1,1,1,1
0,42,female,2051,0.0,0.0009283193222206503,0.02001257343431925,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.063819258,1.797864444,1.531909629,1.265954815,1,2.24662731,1.934970483,1.623313655,1.311656828,1,1.370960625,1.278220468,1.185480312,1.0927401559999999,1,1,1,1,1,1,1,1,1,1,1
0,43,female,2052,0.0,0.0011349081787671094,0.01849377106881001,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.063819258,1.797864444,1.531909629,1.265954815,1,2.24662731,1.934970483,1.623313655,1.311656828,1,1.370960625,1.278220468,1.185480312,1.0927401559999999,1,1,1,1,1,1,1,1,1,1,1
0,44,female,2053,0.0,0.0013585638901374983,0.0171647144914614,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.063819258,1.797864444,1.531909629,1.265954815,1,2.24662731,1.934970483,1.623313655,1.311656828,1,1.370960625,1.278220468,1.185480312,1.0927401559999999,1,1,1,1,1,1,1,1,1,1,1
0,45,female,2054,0.0,0.00159928719490092,0.01602540296370432,0.0,0.11249028942364,1000,5,0.2,0.2,0.2,0.2,0.2,2.012060955,1.759045716,1.5060304780000002,1.253015239,1,2.113323731,1.834992798,1.556661866,1.278330933,1,1.312647796,1.984485847,1.156323898,1.078161949,1,1,1,1,1,1,1,1,1,1,1
0,46,female,2055,0.0,0.0018570773544882718,0.01507583722410787,0.0,0.11249028942364,1000,5,0.2,0.2,0.2,0.2,0.2,2.012060955,1.759045716,1.5060304780000002,1.253015239,1,2.113323731,1.834992798,1.556661866,1.278330933,1,1.312647796,1.984485847,1.156323898,1.078161949,1,1,1,1,1,1,1,1,1,1,1
0,47,female,2056,0.0,0.002131934368899553,0.014316015795533845,0.0,0.11249028942364,1000,5,0.2,0.2,0.2,0.2,0.2,2.012060955,1.759045716,1.5060304780000002,1.253015239,1,2.113323731,1.834992798,1.556661866,1.278330933,1,1.312647796,1.984485847,1.156323898,1.078161949,1,1,1,1,1,1,1,1,1,1,1
0,48,female,2057,0.0,0.0024238589767038676,0.013745940155120451,0.0,0.11249028942364,1000,5,0.2,0.2,0.2,0.2,0.2,2.012060955,1.759045716,1.5060304780000002,1.253015239,1,2.113323731,1.834992798,1.556661866,1.278330933,1,1.312647796,1.984485847,1.156323898,1.078161949,1,1,1,1,1,1,1,1,1,1,1
0,49,female,2058,0.0,0.0027084902146195587,0.013377039659731124,0.0,0.11249028942364,1000,5,0.2,0.2,0.2,0.2,0.2,2.012060955,1.759045716,1.5060304780000002,1.253015239,1,2.113323731,1.834992798,1.556661866,1.278330933,1,1.312647796,1.984485847,1.156323898,1.078161949,1,1,1,1,1,1,1,1,1,1,1
0,50,female,2059,0.0,0.002968761966391799,0.013019569259774339,0.0,0.11249028942364,1000,5,0.2,0.2,0.2,0.2,0.2,1.948246454,1.71118484,1.474123227,1.237061613,1,1.9637580319999999,1.722818524,1.481879016,1.240939508,1,1.245937429,1.934453072,1.122968715,1.061484357,1,1,1,1,1,1,1,1,1,1,1
0,51,female,2060,0.0,0.0032046727548823836,0.01267352895525009,0.0,0.11249028942364,1000,5,0.2,0.2,0.2,0.2,0.2,1.948246454,1.71118484,1.474123227,1.237061613,1,1.9637580319999999,1.722818524,1.481879016,1.240939508,1,1.245937429,1.934453072,1.122968715,1.061484357,1,1,1,1,1,1,1,1,1,1,1
0,52,female,2061,0.0,0.0034162233186604144,0.012338918746158386,0.0,0.11249028942364,1000,5,0.2,0.2,0.2,0.2,0.2,1.948246454,1.71118484,1.474123227,1.237061613,1,1.9637580319999999,1.722818524,1.481879016,1.240939508,1,1.245937429,1.934453072,1.122968715,1.061484357,1,1,1,1,1,1,1,1,1,1,1
0,53,female,2062,0.0,0.0036034136577258917,0.012015738632499221,0.0,0.11249028942364,1000,5,0.2,0.2,0.2,0.2,0.2,1.948246454,1.71118484,1.474123227,1.237061613,1,1.9637580319999999,1.722818524,1.481879016,1.240939508,1,1.245937429,1.934453072,1.122968715,1.061484357,1,1,1,1,1,1,1,1,1,1,1
0,54,female,2063,0.0,0.003766243772078816,0.011703989352841695,0.0,0.11249028942364,1000,5,0.2,0.2,0.2,0.2,0.2,1.948246454,1.71118484,1.474123227,1.237061613,1,1.9637580319999999,1.722818524,1.481879016,1.240939508,1,1.245937429,1.934453072,1.122968715,1.061484357,1,1,1,1,1,1,1,1,1,1,1
0,55,female,2064,0.0,0.00399358642040961,0.011652231168697413,0.0,0.123974795136078,1000,5,0.2,0.2,0.2,0.2,0.2,1.8736092830000002,1.6552069619999998,1.4368046419999998,1.218402321,1,1.802589762,1.601942322,1.4012948809999999,1.2006474409999999,1,1.1723811659999999,1.879285874,1.086190583,1.043095291,1,1,1,1,1,1,1,1,1,1,1
0,56,female,2065,0.0,0.004309801088861727,0.011849035461772026,0.0,0.123974795136078,1000,5,0.2,0.2,0.2,0.2,0.2,1.8736092830000002,1.6552069619999998,1.4368046419999998,1.218402321,1,1.802589762,1.601942322,1.4012948809999999,1.2006474409999999,1,1.1723811659999999,1.879285874,1.086190583,1.043095291,1,1,1,1,1,1,1,1,1,1,1
0,57,female,2066,0.0,0.004714887777435165,0.012294400754927333,0.0,0.123974795136078,1000,5,0.2,0.2,0.2,0.2,0.2,1.8736092830000002,1.6552069619999998,1.4368046419999998,1.218402321,1,1.802589762,1.601942322,1.4012948809999999,1.2006474409999999,1,1.1723811659999999,1.879285874,1.086190583,1.043095291,1,1,1,1,1,1,1,1,1,1,1
0,58,female,2067,0.0,0.005208847224699027,0.012988328525301535,0.0,0.123974795136078,1000,5,0.2,0.2,0.2,0.2,0.2,1.8736092830000002,1.6552069619999998,1.4368046419999998,1.218402321,1,1.802589762,1.601942322,1.4012948809999999,1.2006474409999999,1,1.1723811659999999,1.879285874,1.086190583,1.043095291,1,1,1,1,1,1,1,1,1,1,1
0,59,female,2068,0.0,0.00579167869208421,0.013930818034325543,0.0,0.123974795136078,1000,5,0.2,0.2,0.2,0.2,0.2,1.8736092830000002,1.6552069619999998,1.4368046419999998,1.218402321,1,1.802589762,1.601942322,1.4012948809999999,1.2006474409999999,1,1.1723811659999999,1.879285874,1.086190583,1.043095291,1,1,1,1,1,1,1,1,1,1,1
0,60,female,2069,0.0,0.006463382918159817,0.015121869281999347,0.0,0.123974795136078,1000,5,0.2,0.2,0.2,0.2,0.2,1.6978839769999998,1.523412983,1.3489419880000002,1.174470994,1,1.717947979,1.538460984,1.35897399,1.179486995,1,1.187542919,1.8906571890000001,1.09377146,1.04688573,1,1,1,1,1,1,1,1,1,1,1
0,61,female,2070,0.0,0.007173077661737299,0.016367057644897057,0.0,0.123974795136078,1000,5,0.2,0.2,0.2,0.2,0.2,1.6978839769999998,1.523412983,1.3489419880000002,1.174470994,1,1.717947979,1.538460984,1.35897399,1.179486995,1,1.187542919,1.8906571890000001,1.09377146,1.04688573,1,1,1,1,1,1,1,1,1,1,1
0,62,female,2071,0.0,0.00783189237983354,0.017417820645799775,0.0,0.123974795136078,1000,5,0.2,0.2,0.2,0.2,0.2,1.6978839769999998,1.523412983,1.3489419880000002,1.174470994,1,1.717947979,1.538460984,1.35897399,1.179486995,1,1.187542919,1.8906571890000001,1.09377146,1.04688573,1,1,1,1,1,1,1,1,1,1,1
0,63,female,2072,0.0,0.008439825595310332,0.018274159023276604,0.0,0.123974795136078,1000,5,0.2,0.2,0.2,0.2,0.2,1.6978839769999998,1.523412983,1.3489419880000002,1.174470994,1,1.717947979,1.538460984,1.35897399,1.179486995,1,1.187542919,1.8906571890000001,1.09377146,1.04688573,1,1,1,1,1,1,1,1,1,1,1
0,64,female,2073,0.0,0.008996877308167676,0.018936073515896646,0.0,0.123974795136078,1000,5,0.2,0.2,0.2,0.2,0.2,1.6978839769999998,1.523412983,1.3489419880000002,1.174470994,1,1.717947979,1.538460984,1.35897399,1.179486995,1,1.187542919,1.8906571890000001,1.09377146,1.04688573,1,1,1,1,1,1,1,1,1,1,1
0,65,female,2074,0.0,0.009503048995543781,0.019403562646521696,0.0,0.109541122334062,1000,5,0.2,0.2,0.2,0.2,0.2,1.4839333119999998,1.3629499840000001,1.241966656,1.120983328,1,1.533511637,1.4001337280000001,1.2667558190000001,1.133377909,1,1.189492639,1.89211948,1.09474632,1.04737316,1,1,1,1,1,1,1,1,1,1,1
0,66,female,2075,0.0,0.009958339180300436,0.019676626415151756,0.0,0.109541122334062,1000,5,0.2,0.2,0.2,0.2,0.2,1.4839333119999998,1.3629499840000001,1.241966656,1.120983328,1,1.533511637,1.4001337280000001,1.2667558190000001,1.133377909,1,1.189492639,1.89211948,1.09474632,1.04737316,1,1,1,1,1,1,1,1,1,1,1
0,67,female,2076,0.0,0.010362181379935918,0.019853795110063438,0.0,0.109541122334062,1000,5,0.2,0.2,0.2,0.2,0.2,1.4839333119999998,1.3629499840000001,1.241966656,1.120983328,1,1.533511637,1.4001337280000001,1.2667558190000001,1.133377909,1,1.189492639,1.89211948,1.09474632,1.04737316,1,1,1,1,1,1,1,1,1,1,1
0,68,female,2077,0.0,0.010765456358500566,0.02012949187754443,0.0,0.109541122334062,1000,5,0.2,0.2,0.2,0.2,0.2,1.4839333119999998,1.3629499840000001,1.241966656,1.120983328,1,1.533511637,1.4001337280000001,1.2667558190000001,1.133377909,1,1.189492639,1.89211948,1.09474632,1.04737316,1,1,1,1,1,1,1,1,1,1,1
0,69,female,2078,0.0,0.011168164115994382,0.020503717456163827,0.0,0.109541122334062,1000,5,0.2,0.2,0.2,0.2,0.2,1.4839333119999998,1.3629499840000001,1.241966656,1.120983328,1,1.533511637,1.4001337280000001,1.2667558190000001,1.133377909,1,1.189492639,1.89211948,1.09474632,1.04737316,1,1,1,1,1,1,1,1,1,1,1
0,70,female,2079,0.0,0.011570304652417368,0.02097647258449074,0.0,0.109541122334062,1000,5,0.2,0.2,0.2,0.2,0.2,1.323865315,1.242898986,1.161932657,1.080966329,1,1.384246206,1.288184655,1.192123103,1.096061552,1,1.167084309,1.125313231,1.083542154,1.041771077,1,1,1,1,1,1,1,1,1,1,1
0,71,female,2080,0.0,0.011971877967769521,0.021547755785386962,0.0,0.109541122334062,1000,5,0.2,0.2,0.2,0.2,0.2,1.323865315,1.242898986,1.161932657,1.080966329,1,1.384246206,1.288184655,1.192123103,1.096061552,1,1.167084309,1.125313231,1.083542154,1.041771077,1,1,1,1,1,1,1,1,1,1,1
0,72,female,2081,0.0,0.012372884062050843,0.02221756779742159,0.0,0.109541122334062,1000,5,0.2,0.2,0.2,0.2,0.2,1.323865315,1.242898986,1.161932657,1.080966329,1,1.384246206,1.288184655,1.192123103,1.096061552,1,1.167084309,1.125313231,1.083542154,1.041771077,1,1,1,1,1,1,1,1,1,1,1
0,73,female,2082,0.0,0.01291377957578782,0.02342197459017853,0.0,0.109541122334062,1000,5,0.2,0.2,0.2,0.2,0.2,1.323865315,1.242898986,1.161932657,1.080966329,1,1.384246206,1.288184655,1.192123103,1.096061552,1,1.167084309,1.125313231,1.083542154,1.041771077,1,1,1,1,1,1,1,1,1,1,1
0,74,female,2083,0.0,0.013595130991482183,0.02506244882965757,0.0,0.109541122334062,1000,5,0.2,0.2,0.2,0.2,0.2,1.323865315,1.242898986,1.161932657,1.080966329,1,1.384246206,1.288184655,1.192123103,1.096061552,1,1.167084309,1.125313231,1.083542154,1.041771077,1,1,1,1,1,1,1,1,1,1,1
0,75,female,2084,0.0,0.01441693830913393,0.02713898977728962,0.0,0.100755748727952,1000,5,0.2,0.2,0.2,0.2,0.2,1.205582788,1.1541870909999998,1.102791394,1.051395697,1,1.2635398709999999,1.1976549029999999,1.131769935,1.065884968,1,1.121684414,1.0912633109999998,1.060842207,1.030421104,1,1,1,1,1,1,1,1,1,1,1
0,76,female,2085,0.0,0.015379201528743058,0.029651597433074665,0.0,0.100755748727952,1000,5,0.2,0.2,0.2,0.2,0.2,1.205582788,1.1541870909999998,1.102791394,1.051395697,1,1.2635398709999999,1.1976549029999999,1.131769935,1.065884968,1,1.121684414,1.0912633109999998,1.060842207,1.030421104,1,1,1,1,1,1,1,1,1,1,1
0,77,female,2086,0.0,0.016481920650309574,0.03260027179701271,0.0,0.100755748727952,1000,5,0.2,0.2,0.2,0.2,0.2,1.205582788,1.1541870909999998,1.102791394,1.051395697,1,1.2635398709999999,1.1976549029999999,1.131769935,1.065884968,1,1.121684414,1.0912633109999998,1.060842207,1.030421104,1,1,1,1,1,1,1,1,1,1,1
0,78,female,2087,0.0,0.017725096412402573,0.03598501360767287,0.0,0.100755748727952,1000,5,0.2,0.2,0.2,0.2,0.2,1.205582788,1.1541870909999998,1.102791394,1.051395697,1,1.2635398709999999,1.1976549029999999,1.131769935,1.065884968,1,1.121684414,1.0912633109999998,1.060842207,1.030421104,1,1,1,1,1,1,1,1,1,1,1
0,79,female,2088,0.0,0.01892161233286685,0.03977079622536217,0.0,0.100755748727952,1000,5,0.2,0.2,0.2,0.2,0.2,1.205582788,1.1541870909999998,1.102791394,1.051395697,1,1.2635398709999999,1.1976549029999999,1.131769935,1.065884968,1,1.121684414,1.0912633109999998,1.060842207,1.030421104,1,1,1,1,1,1,1,1,1,1,1
0,80,female,2089,0.0,0.01993101324831412,0.04352155515763492,0.0,0.100755748727952,1000,5,0.2,0.2,0.2,0.2,0.2,1.120657379,1.090493034,1.06032869,1.030164345,1,1.16630874,1.124731555,1.08315437,1.041577185,1,1.056009092,1.042006819,1.028004546,1.014002273,1,1,1,1,1,1,1,1,1,1,1
0,81,female,2090,0.0,0.020753297681606175,0.04723728892735292,0.0,0.100755748727952,1000,5,0.2,0.2,0.2,0.2,0.2,1.120657379,1.090493034,1.06032869,1.030164345,1,1.16630874,1.124731555,1.08315437,1.041577185,1,1.056009092,1.042006819,1.028004546,1.014002273,1,1,1,1,1,1,1,1,1,1,1
0,82,female,2091,0.0,0.02138846710988122,0.050917998273085276,0.0,0.100755748727952,1000,5,0.2,0.2,0.2,0.2,0.2,1.120657379,1.090493034,1.06032869,1.030164345,1,1.16630874,1.124731555,1.08315437,1.041577185,1,1.056009092,1.042006819,1.028004546,1.014002273,1,1,1,1,1,1,1,1,1,1,1
0,83,female,2092,0.0,0.021836520794570158,0.05456368319483195,0.0,0.100755748727952,1000,5,0.2,0.2,0.2,0.2,0.2,1.120657379,1.090493034,1.06032869,1.030164345,1,1.16630874,1.124731555,1.08315437,1.041577185,1,1.056009092,1.042006819,1.028004546,1.014002273,1,1,1,1,1,1,1,1,1,1,1
