cohort,age,sex,year,init_prev,i,f,r,DR,N,subPops,pop_prop0,pop_prop1,pop_prop2,pop_prop3,pop_prop4,prevalence_ratio0,prevalence_ratio1,prevalence_ratio2,prevalence_ratio3,prevalence_ratio4,i_RR0,i_RR1,i_RR2,i_RR3,i_RR4,f_RR0,f_RR1,f_RR2,f_RR3,f_RR4,r_RR0,r_RR1,r_RR2,r_RR3,r_RR4,DR_scale0,DR_scale1,DR_scale2,DR_scale3,DR_scale4
2,64,female,2063,0.0,0.008996877308167676,0.018936073515896646,0.0,0.123974795136078,1000,5,0.2,0.2,0.2,0.2,0.2,1.6978839769999998,1.523412983,1.3489419880000002,1.174470994,1,1.717947979,1.538460984,1.35897399,1.179486995,1,1.187542919,1.8906571890000001,1.09377146,1.04688573,1,1,1,1,1,1,1,1,1,1,1
2,65,female,2064,0.0,0.009503048995543781,0.019403562646521696,0.0,0.109541122334062,1000,5,0.2,0.2,0.2,0.2,0.2,1.4839333119999998,1.3629499840000001,1.241966656,1.120983328,1,1.533511637,1.4001337280000001,1.2667558190000001,1.133377909,1,1.189492639,1.89211948,1.09474632,1.04737316,1,1,1,1,1,1,1,1,1,1,1
2,66,female,2065,0.0,0.009958339180300436,0.019676626415151756,0.0,0.109541122334062,1000,5,0.2,0.2,0.2,0.2,0.2,1.4839333119999998,1.3629499840000001,1.241966656,1.120983328,1,1.533511637,1.4001337280000001,1.2667558190000001,1.133377909,1,1.189492639,1.89211948,1.09474632,1.04737316,1,1,1,1,1,1,1,1,1,1,1
2,67,female,2066,0.0,0.010362181379935918,0.019853795110063438,0.0,0.109541122334062,1000,5,0.2,0.2,0.2,0.2,0.2,1.4839333119999998,1.3629499840000001,1.241966656,1.120983328,1,1.533511637,1.4001337280000001,1.2667558190000001,1.133377909,1,1.189492639,1.89211948,1.09474632,1.04737316,1,1,1,1,1,1,1,1,1,1,1
2,68,female,2067,0.0,0.010765456358500566,0.02012949187754443,0.0,0.109541122334062,1000,5,0.2,0.2,0.2,0.2,0.2,1.4839333119999998,1.3629499840000001,1.241966656,1.120983328,1,1.533511637,1.4001337280000001,1.2667558190000001,1.133377909,1,1.189492639,1.89211948,1.09474632,1.04737316,1,1,1,1,1,1,1,1,1,1,1
2,69,female,2068,0.0,0.011168164115994382,0.020503717456163827,0.0,0.109541122334062,1000,5,0.2,0.2,0.2,0.2,0.2,1.4839333119999998,1.3629499840000001,1.241966656,1.120983328,1,1.533511637,1.4001337280000001,1.2667558190000001,1.133377909,1,1.189492639,1.89211948,1.09474632,1.04737316,1,1,1,1,1,1,1,1,1,1,1
2,70,female,2069,0.0,0.011570304652417368,0.02097647258449074,0.0,0.109541122334062,1000,5,0.2,0.2,0.2,0.2,0.2,1.323865315,1.242898986,1.161932657,1.080966329,1,1.384246206,1.288184655,1.192123103,1.096061552,1,1.167084309,1.125313231,1.083542154,1.041771077,1,1,1,1,1,1,1,1,1,1,1
2,71,female,2070,0.0,0.011971877967769521,0.021547755785386962,0.0,0.109541122334062,1000,5,0.2,0.2,0.2,0.2,0.2,1.323865315,1.242898986,1.161932657,1.080966329,1,1.384246206,1.288184655,1.192123103,1.096061552,1,1.167084309,1.125313231,1.083542154,1.041771077,1,1,1,1,1,1,1,1,1,1,1
2,72,female,2071,0.0,0.012372884062050843,0.02221756779742159,0.0,0.109541122334062,1000,5,0.2,0.2,0.2,0.2,0.2,1.323865315,1.242898986,1.161932657,1.080966329,1,1.384246206,1.288184655,1.192123103,1.096061552,1,1.167084309,1.125313231,1.083542154,1.041771077,1,1,1,1,1,1,1,1,1,1,1
2,73,female,2072,0.0,0.01291377957578782,0.02342197459017853,0.0,0.109541122334062,1000,5,0.2,0.2,0.2,0.2,0.2,1.323865315,1.242898986,1.161932657,1.080966329,1,1.384246206,1.288184655,1.192123103,1.096061552,1,1.167084309,1.125313231,1.083542154,1.041771077,1,1,1,1,1,1,1,1,1,1,1
2,74,female,2073,0.0,0.013595130991482183,0.02506244882965757,0.0,0.109541122334062,1000,5,0.2,0.2,0.2,0.2,0.2,1.323865315,1.242898986,1.161932657,1.080966329,1,1.384246206,1.288184655,1.192123103,1.096061552,1,1.167084309,1.125313231,1.083542154,1.041771077,1,1,1,1,1,1,1,1,1,1,1
2,75,female,2074,0.0,0.01441693830913393,0.02713898977728962,0.0,0.100755748727952,1000,5,0.2,0.2,0.2,0.2,0.2,1.205582788,1.1541870909999998,1.102791394,1.051395697,1,1.2635398709999999,1.1976549029999999,1.131769935,1.065884968,1,1.121684414,1.0912633109999998,1.060842207,1.030421104,1,1,1,1,1,1,1,1,1,1,1
2,76,female,2075,0.0,0.015379201528743058,0.029651597433074665,0.0,0.100755748727952,1000,5,0.2,0.2,0.2,0.2,0.2,1.205582788,1.1541870909999998,1.102791394,1.051395697,1,1.2635398709999999,1.1976549029999999,1.131769935,1.065884968,1,1.121684414,1.0912633109999998,1.060842207,1.030421104,1,1,1,1,1,1,1,1,1,1,1
2,77,female,2076,0.0,0.016481920650309574,0.03260027179701271,0.0,0.100755748727952,1000,5,0.2,0.2,0.2,0.2,0.2,1.205582788,1.1541870909999998,1.102791394,1.051395697,1,1.2635398709999999,1.1976549029999999,1.131769935,1.065884968,1,1.121684414,1.0912633109999998,1.060842207,1.030421104,1,1,1,1,1,1,1,1,1,1,1
2,78,female,2077,0.0,0.017725096412402573,0.03598501360767287,0.0,0.100755748727952,1000,5,0.2,0.2,0.2,0.2,0.2,1.205582788,1.1541870909999998,1.102791394,1.051395697,1,1.2635398709999999,1.1976549029999999,1.131769935,1.065884968,1,1.121684414,1.0912633109999998,1.060842207,1.030421104,1,1,1,1,1,1,1,1,1,1,1
2,79,female,2078,0.0,0.01892161233286685,0.03977079622536217,0.0,0.100755748727952,1000,5,0.2,0.2,0.2,0.2,0.2,1.205582788,1.1541870909999998,1.102791394,1.051395697,1,1.2635398709999999,1.1976549029999999,1.131769935,1.065884968,1,1.121684414,1.0912633109999998,1.060842207,1.030421104,1,1,1,1,1,1,1,1,1,1,1
2,80,female,2079,0.0,0.01993101324831412,0.04352155515763492,0.0,0.100755748727952,1000,5,0.2,0.2,0.2,0.2,0.2,1.120657379,1.090493034,1.06032869,1.030164345,1,1.16630874,1.124731555,1.08315437,1.041577185,1,1.056009092,1.042006819,1.028004546,1.014002273,1,1,1,1,1,1,1,1,1,1,1
2,81,female,2080,0.0,0.020753297681606175,0.04723728892735292,0.0,0.100755748727952,1000,5,0.2,0.2,0.2,0.2,0.2,1.120657379,1.090493034,1.06032869,1.030164345,1,1.16630874,1.124731555,1.08315437,1.041577185,1,1.056009092,1.042006819,1.028004546,1.014002273,1,1,1,1,1,1,1,1,1,1,1
2,82,female,2081,0.0,0.02138846710988122,0.050917998273085276,0.0,0.100755748727952,1000,5,0.2,0.2,0.2,0.2,0.2,1.120657379,1.090493034,1.06032869,1.030164345,1,1.16630874,1.124731555,1.08315437,1.041577185,1,1.056009092,1.042006819,1.028004546,1.014002273,1,1,1,1,1,1,1,1,1,1,1
2,83,female,2082,0.0,0.021836520794570158,0.05456368319483195,0.0,0.100755748727952,1000,5,0.2,0.2,0.2,0.2,0.2,1.120657379,1.090493034,1.06032869,1.030164345,1,1.16630874,1.124731555,1.08315437,1.041577185,1,1.056009092,1.042006819,1.028004546,1.014002273,1,1,1,1,1,1,1,1,1,1,1
2,84,female,2083,0.0,0.022097457997103883,0.05817434295402392,0.0,0.100755748727952,1000,5,0.2,0.2,0.2,0.2,0.2,1.120657379,1.090493034,1.06032869,1.030164345,1,1.16630874,1.124731555,1.08315437,1.041577185,1,1.056009092,1.042006819,1.028004546,1.014002273,1,1,1,1,1,1,1,1,1,1,1
2,85,female,2084,0.0,0.02214731805865437,0.06278029178881887,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.063341801,1.047506351,1.031670901,1.01583545,1,1.088647538,1.066485653,1.044323769,1.022161884,1,0.973851974,0.9803889809999999,0.986925987,0.993462994,1,1,1,1,1,1,1,1,1,1,1
2,86,female,2085,0.0,0.022173215245669526,0.06841655338463343,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.063341801,1.047506351,1.031670901,1.01583545,1,1.088647538,1.066485653,1.044323769,1.022161884,1,0.973851974,0.9803889809999999,0.986925987,0.993462994,1,1,1,1,1,1,1,1,1,1,1
2,87,female,2086,0.0,0.02217515029671846,0.07508312848003663,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.063341801,1.047506351,1.031670901,1.01583545,1,1.088647538,1.066485653,1.044323769,1.022161884,1,0.973851974,0.9803889809999999,0.986925987,0.993462994,1,1,1,1,1,1,1,1,1,1,1
2,88,female,2087,0.0,0.022153123211801164,0.08278001707502851,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.063341801,1.047506351,1.031670901,1.01583545,1,1.088647538,1.066485653,1.044323769,1.022161884,1,0.973851974,0.9803889809999999,0.986925987,0.993462994,1,1,1,1,1,1,1,1,1,1,1
2,89,female,2088,0.0,0.022107133990917637,0.09150721843103997,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.063341801,1.047506351,1.031670901,1.01583545,1,1.088647538,1.066485653,1.044323769,1.022161884,1,0.973851974,0.9803889809999999,0.986925987,0.993462994,1,1,1,1,1,1,1,1,1,1,1
2,90,female,2089,0.0,0.022037181895498782,0.10126473328664008,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.025867383,1.019400537,1.012933691,1.006466846,1,1.017130933,1.012848199,1.0085654659999999,1.004282733,1,0.8598846040000001,0.894913453,0.929942302,0.964971151,1,1,1,1,1,1,1,1,1,1,1
2,91,female,2090,0.0,0.022177665863082067,0.11376786400994246,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.025867383,1.019400537,1.012933691,1.006466846,1,1.017130933,1.012848199,1.0085654659999999,1.004282733,1,0.8598846040000001,0.894913453,0.929942302,0.964971151,1,1,1,1,1,1,1,1,1,1,1
2,92,female,2091,0.0,0.022552547291064616,0.12798629783992746,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.025867383,1.019400537,1.012933691,1.006466846,1,1.017130933,1.012848199,1.0085654659999999,1.004282733,1,0.8598846040000001,0.894913453,0.929942302,0.964971151,1,1,1,1,1,1,1,1,1,1,1
2,93,female,2092,0.0,0.02316182617944643,0.14392003403802606,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.025867383,1.019400537,1.012933691,1.006466846,1,1.017130933,1.012848199,1.0085654659999999,1.004282733,1,0.8598846040000001,0.894913453,0.929942302,0.964971151,1,1,1,1,1,1,1,1,1,1,1
2,94,female,2093,0.0,0.02400550326679661,0.16156907260423822,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.025867383,1.019400537,1.012933691,1.006466846,1,1.017130933,1.012848199,1.0085654659999999,1.004282733,1,0.8598846040000001,0.894913453,0.929942302,0.964971151,1,1,1,1,1,1,1,1,1,1,1
2,95,female,2094,0.0,0.02508357781454605,0.18093341501570212,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.025867383,1.019400537,1.012933691,1.006466846,1,1.017130933,1.012848199,1.0085654659999999,1.004282733,1,0.8598846040000001,0.894913453,0.929942302,0.964971151,1,1,1,1,1,1,1,1,1,1,1
2,96,female,2095,0.0,0.02639604982269476,0.20201305905671052,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.025867383,1.019400537,1.012933691,1.006466846,1,1.017130933,1.012848199,1.0085654659999999,1.004282733,1,0.8598846040000001,0.894913453,0.929942302,0.964971151,1,1,1,1,1,1,1,1,1,1,1
2,97,female,2096,0.0,0.02772193867716212,0.2215515856053423,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.025867383,1.019400537,1.012933691,1.006466846,1,1.017130933,1.012848199,1.0085654659999999,1.004282733,1,0.8598846040000001,0.894913453,0.929942302,0.964971151,1,1,1,1,1,1,1,1,1,1,1
2,98,female,2097,0.0,0.02918041693407459,0.24304396495655115,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.025867383,1.019400537,1.012933691,1.006466846,1,1.017130933,1.012848199,1.0085654659999999,1.004282733,1,0.8598846040000001,0.894913453,0.929942302,0.964971151,1,1,1,1,1,1,1,1,1,1,1
2,99,female,2098,0.0,0.030318911604404145,0.2629229585672586,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.025867383,1.019400537,1.012933691,1.006466846,1,1.017130933,1.012848199,1.0085654659999999,1.004282733,1,0.8598846040000001,0.894913453,0.929942302,0.964971151,1,1,1,1,1,1,1,1,1,1,1
2,100,female,2099,0.0,0.030318911604404145,0.2629229585672586,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.025867383,1.019400537,1.012933691,1.006466846,1,1.017130933,1.012848199,1.0085654659999999,1.004282733,1,0.8598846040000001,0.894913453,0.929942302,0.964971151,1,1,1,1,1,1,1,1,1,1,1
2,101,female,2100,0.0,0.030318911604404145,0.2629229585672586,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.025867383,1.019400537,1.012933691,1.006466846,1,1.017130933,1.012848199,1.0085654659999999,1.004282733,1,0.8598846040000001,0.894913453,0.929942302,0.964971151,1,1,1,1,1,1,1,1,1,1,1
2,102,female,2101,0.0,0.030318911604404145,0.2629229585672586,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.025867383,1.019400537,1.012933691,1.006466846,1,1.017130933,1.012848199,1.0085654659999999,1.004282733,1,0.8598846040000001,0.894913453,0.929942302,0.964971151,1,1,1,1,1,1,1,1,1,1,1
2,103,female,2102,0.0,0.030318911604404145,0.2629229585672586,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.025867383,1.019400537,1.012933691,1.006466846,1,1.017130933,1.012848199,1.0085654659999999,1.004282733,1,0.8598846040000001,0.894913453,0.929942302,0.964971151,1,1,1,1,1,1,1,1,1,1,1
2,104,female,2103,0.0,0.030318911604404145,0.2629229585672586,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.025867383,1.019400537,1.012933691,1.006466846,1,1.017130933,1.012848199,1.0085654659999999,1.004282733,1,0.8598846040000001,0.894913453,0.929942302,0.964971151,1,1,1,1,1,1,1,1,1,1,1
2,105,female,2104,0.0,0.030318911604404145,0.2629229585672586,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.025867383,1.019400537,1.012933691,1.006466846,1,1.017130933,1.012848199,1.0085654659999999,1.004282733,1,0.8598846040000001,0.894913453,0.929942302,0.964971151,1,1,1,1,1,1,1,1,1,1,1
2,106,female,2105,0.0,0.030318911604404145,0.2629229585672586,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.025867383,1.019400537,1.012933691,1.006466846,1,1.017130933,1.012848199,1.0085654659999999,1.004282733,1,0.8598846040000001,0.894913453,0.929942302,0.964971151,1,1,1,1,1,1,1,1,1,1,1
2,107,female,2106,0.0,0.030318911604404145,0.2629229585672586,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.025867383,1.019400537,1.012933691,1.006466846,1,1.017130933,1.012848199,1.0085654659999999,1.004282733,1,0.8598846040000001,0.894913453,0.929942302,0.964971151,1,1,1,1,1,1,1,1,1,1,1
2,108,female,2107,0.0,0.030318911604404145,0.2629229585672586,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.025867383,1.019400537,1.012933691,1.006466846,1,1.017130933,1.012848199,1.0085654659999999,1.004282733,1,0.8598846040000001,0.894913453,0.929942302,0.964971151,1,1,1,1,1,1,1,1,1,1,1
2,109,female,2108,0.0,0.030318911604404145,0.2629229585672586,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.025867383,1.019400537,1.012933691,1.006466846,1,1.017130933,1.012848199,1.0085654659999999,1.004282733,1,0.8598846040000001,0.894913453,0.929942302,0.964971151,1,1,1,1,1,1,1,1,1,1,1
2,110,female,2109,0.0,0.030318911604404145,0.2629229585672586,0.0,0.089603676215686,1000,5,0.2,0.2,0.2,0.2,0.2,1.025867383,1.019400537,1.012933691,1.006466846,1,1.017130933,1.012848199,1.0085654659999999,1.004282733,1,0.8598846040000001,0.894913453,0.929942302,0.964971151,1,1,1,1,1,1,1,1,1,1,1
3,17,female,2011,0.0,0.0,0.08146293999999998,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
3,18,female,2012,0.0,0.0,0.11176715368000001,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
3,19,female,2013,0.0,4.4678768399999995e-05,0.13725575423839997,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
3,20,female,2014,0.0,6.498742521599999e-05,0.153069177835056,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
3,21,female,2015,0.0,9.021037315247999e-05,0.1597564546297731,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
3,22,female,2016,0.0,0.00012002621908229117,0.15784507837239697,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
3,23,female,2017,0.0,0.00015413037337366992,0.14784171984631925,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
3,24,female,2018,0.0,0.00019222730057575466,0.13023291358753383,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
3,25,female,2019,0.0,0.00022453507844582995,0.10752730120260795,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.137762898,1.853322173,1.568881449,1.284440724,1,2.508117993,2.131088495,1.7540589969999998,1.3770294980000002,1,1.4825295109999999,1.361897133,1.241264755,1.120632378,1,1,1,1,1,1,1,1,1,1,1
3,26,female,2020,0.0,0.00024616069177787813,0.08767856215118451,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.137762898,1.853322173,1.568881449,1.284440724,1,2.508117993,2.131088495,1.7540589969999998,1.3770294980000002,1,1.4825295109999999,1.361897133,1.241264755,1.120632378,1,1,1,1,1,1,1,1,1,1,1
3,27,female,2021,0.0,0.0002577055803651391,0.0705414897218794,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.137762898,1.853322173,1.568881449,1.284440724,1,2.508117993,2.131088495,1.7540589969999998,1.3770294980000002,1,1.4825295109999999,1.361897133,1.241264755,1.120632378,1,1,1,1,1,1,1,1,1,1,1
3,28,female,2022,0.0,0.000259746840675674,0.05597634218581761,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.137762898,1.853322173,1.568881449,1.284440724,1,2.508117993,2.131088495,1.7540589969999998,1.3770294980000002,1,1.4825295109999999,1.361897133,1.241264755,1.120632378,1,1,1,1,1,1,1,1,1,1,1
3,29,female,2023,0.0,0.00025283886725424744,0.04384866710782249,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.137762898,1.853322173,1.568881449,1.284440724,1,2.508117993,2.131088495,1.7540589969999998,1.3770294980000002,1,1.4825295109999999,1.361897133,1.241264755,1.120632378,1,1,1,1,1,1,1,1,1,1,1
3,30,female,2024,0.0,0.00023751410296776157,0.034029129216513146,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.127309464,1.8454820980000002,1.5636547319999998,1.281827366,1,2.447496866,2.08562265,1.7237484330000001,1.3618742169999998,1,1.456975881,1.342731911,1.22848794,1.11424397,1,1,1,1,1,1,1,1,1,1,1
3,31,female,2025,0.0,0.00022144261166357038,0.027700477336177455,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.127309464,1.8454820980000002,1.5636547319999998,1.281827366,1,2.447496866,2.08562265,1.7237484330000001,1.3618742169999998,1,1.456975881,1.342731911,1.22848794,1.11424397,1,1,1,1,1,1,1,1,1,1,1
3,32,female,2026,0.0,0.00021293316513818308,0.02289234742524061,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.127309464,1.8454820980000002,1.5636547319999998,1.281827366,1,2.447496866,2.08562265,1.7237484330000001,1.3618742169999998,1,1.456975881,1.342731911,1.22848794,1.11424397,1,1,1,1,1,1,1,1,1,1,1
3,33,female,2027,0.0,0.00021586897732119858,0.01991921608403756,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.127309464,1.8454820980000002,1.5636547319999998,1.281827366,1,2.447496866,2.08562265,1.7237484330000001,1.3618742169999998,1,1.456975881,1.342731911,1.22848794,1.11424397,1,1,1,1,1,1,1,1,1,1,1
3,34,female,2028,0.0,0.00022581898027203745,0.01822707228870655,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.127309464,1.8454820980000002,1.5636547319999998,1.281827366,1,2.447496866,2.08562265,1.7237484330000001,1.3618742169999998,1,1.456975881,1.342731911,1.22848794,1.11424397,1,1,1,1,1,1,1,1,1,1,1
3,35,female,2029,0.0,0.00024278465112890504,0.017815917516385775,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.1024944619999997,1.826870846,1.5512472309999998,1.275623615,1,2.359299202,2.0194744019999997,1.679649601,1.339824801,1,1.419470618,1.314602964,1.209735309,1.104867655,1,1,1,1,1,1,1,1,1,1,1
3,36,female,2030,0.0,0.00026676598989180126,0.01868575028993704,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.1024944619999997,1.826870846,1.5512472309999998,1.275623615,1,2.359299202,2.0194744019999997,1.679649601,1.339824801,1,1.419470618,1.314602964,1.209735309,1.104867655,1,1,1,1,1,1,1,1,1,1,1
3,37,female,2031,0.0,0.00032040826381693694,0.020285233205650163,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.1024944619999997,1.826870846,1.5512472309999998,1.275623615,1,2.359299202,2.0194744019999997,1.679649601,1.339824801,1,1.419470618,1.314602964,1.209735309,1.104867655,1,1,1,1,1,1,1,1,1,1,1
3,38,female,2032,0.0,0.00039669728213648865,0.021333377979084002,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.1024944619999997,1.826870846,1.5512472309999998,1.275623615,1,2.359299202,2.0194744019999997,1.679649601,1.339824801,1,1.419470618,1.314602964,1.209735309,1.104867655,1,1,1,1,1,1,1,1,1,1,1
3,39,female,2033,0.0,0.0004956330448504563,0.02183018387166946,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.1024944619999997,1.826870846,1.5512472309999998,1.275623615,1,2.359299202,2.0194744019999997,1.679649601,1.339824801,1,1.419470618,1.314602964,1.209735309,1.104867655,1,1,1,1,1,1,1,1,1,1,1
3,40,female,2034,0.0,0.0006172155519588399,0.02177565236054474,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.063819258,1.797864444,1.531909629,1.265954815,1,2.24662731,1.934970483,1.623313655,1.311656828,1,1.370960625,1.278220468,1.185480312,1.0927401559999999,1,1,1,1,1,1,1,1,1,1,1
3,41,female,2035,0.0,0.0007614440648925371,0.021169781968571635,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.063819258,1.797864444,1.531909629,1.265954815,1,2.24662731,1.934970483,1.623313655,1.311656828,1,1.370960625,1.278220468,1.185480312,1.0927401559999999,1,1,1,1,1,1,1,1,1,1,1
3,42,female,2036,0.0,0.0009283193222206503,0.02001257343431925,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.063819258,1.797864444,1.531909629,1.265954815,1,2.24662731,1.934970483,1.623313655,1.311656828,1,1.370960625,1.278220468,1.185480312,1.0927401559999999,1,1,1,1,1,1,1,1,1,1,1
3,43,female,2037,0.0,0.0011349081787671094,0.01849377106881001,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.063819258,1.797864444,1.531909629,1.265954815,1,2.24662731,1.934970483,1.623313655,1.311656828,1,1.370960625,1.278220468,1.185480312,1.0927401559999999,1,1,1,1,1,1,1,1,1,1,1
3,44,female,2038,0.0,0.0013585638901374983,0.0171647144914614,0.0,0.096268262915529,1000,5,0.2,0.2,0.2,0.2,0.2,2.063819258,1.797864444,1.531909629,1.265954815,1,2.24662731,1.934970483,1.623313655,1.311656828,1,1.370960625,1.278220468,1.185480312,1.0927401559999999,1,1,1,1,1,1,1,1,1,1,1
3,45,female,2039,0.0,0.00159928719490092,0.01602540296370432,0.0,0.11249028942364,1000,5,0.2,0.2,0.2,0.2,0.2,2.012060955,1.759045716,1.5060304780000002,1.253015239,1,2.113323731,1.834992798,1.556661866,1.278330933,1,1.312647796,1.984485847,1.156323898,1.078161949,1,1,1,1,1,1,1,1,1,1,1
3,46,female,2040,0.0,0.0018570773544882718,0.01507583722410787,0.0,0.11249028942364,1000,5,0.2,0.2,0.2,0.2,0.2,2.012060955,1.759045716,1.5060304780000002,1.253015239,1,2.113323731,1.834992798,1.556661866,1.278330933,1,1.312647796,1.984485847,1.156323898,1.078161949,1,1,1,1,1,1,1,1,1,1,1
3,47,female,2041,0.0,0.002131934368899553,0.014316015795533845,0.0,0.11249028942364,1000,5,0.2,0.2,0.2,0.2,0.2,2.012060955,1.759045716,1.5060304780000002,1.253015239,1,2.113323731,1.834992798,1.556661866,1.278330933,1,1.312647796,1.984485847,1.156323898,1.078161949,1,1,1,1,1,1,1,1,1,1,1
3,48,female,2042,0.0,0.0024238589767038676,0.013745940155120451,0.0,0.11249028942364,1000,5,0.2,0.2,0.2,0.2,0.2,2.012060955,1.759045716,1.5060304780000002,1.253015239,1,2.113323731,1.834992798,1.556661866,1.278330933,1,1.312647796,1.984485847,1.156323898,1.078161949,1,1,1,1,1,1,1,1,1,1,1
3,49,female,2043,0.0,0.0027084902146195587,0.013377039659731124,0.0,0.11249028942364,1000,5,0.2,0.2,0.2,0.2,0.2,2.012060955,1.759045716,1.5060304780000002,1.253015239,1,2.113323731,1.834992798,1.556661866,1.278330933,1,1.312647796,1.984485847,1.156323898,1.078161949,1,1,1,1,1,1,1,1,1,1,1
3,50,female,2044,0.0,0.002968761966391799,0.013019569259774339,0.0,0.11249028942364,1000,5,0.2,0.2,0.2,0.2,0.2,1.948246454,1.71118484,1.474123227,1.237061613,1,1.9637580319999999,1.722818524,1.481879016,1.240939508,1,1.245937429,1.934453072,1.122968715,1.061484357,1,1,1,1,1,1,1,1,1,1,1
